2,0,0,0,0,0,0
1,2,102,64,189,2006,50036
1,1,62,54,172,2007,19007
5,1,81,0,172,2007,24555
1,1,85,63,187,2006,22355
2,1,64,89,0,2005,50412
1,1,115,0,207,2009,4262
1,2,63,0,172,2006,0
1,1,80,100,181,2007,17908
1,2,84,113,172,2006,25447
1,2,69,79,138,2006,0
1,1,0,78,75,2009,10937
1,2,0,0,0,2009,11280
5,1,81,0,80,2006,4961
2,2,0,0,170,2005,0
1,1,109,105,147,2007,16258
1,2,64,73,207,2009,16379
2,1,65,0,0,2004,16851
2,1,105,85,154,2003,50375
5,2,115,0,0,2009,25425
2,2,55,69,72,2005,19001
1,2,64,78,79,2009,16024
2,1,79,0,0,2002,22279
1,1,60,100,173,2008,4005
1,2,114,0,0,0,0
5,2,114,64,172,2008,52547
1,0,0,0,131,0,0
1,1,109,0,80,2009,5535
2,1,55,0,172,2005,0
1,1,0,0,0,2008,0
1,1,57,54,130,2008,51657
1,1,64,73,155,2008,3570
1,2,99,76,148,2005,0
1,1,78,84,79,2009,18238
1,1,69,0,0,2006,51364
2,2,78,0,172,2005,50250
1,2,0,0,172,2005,0
1,2,69,55,135,2006,16990
1,2,78,113,168,2008,16045
1,2,102,0,195,0,17836
1,2,0,0,133,2007,50781
2,1,67,0,0,2005,50241
1,1,69,78,192,2007,23092
1,2,64,0,156,2007,6399
2,2,102,0,198,2004,9173
5,2,114,0,172,2008,23498
2,1,73,100,174,2005,23341
1,2,80,0,160,2006,23016
4,1,79,0,0,0,0
2,1,64,81,173,2004,2811
1,2,76,105,113,2007,56848
1,1,55,0,156,2007,21408
1,1,78,64,75,2008,50868
1,2,64,73,115,2007,4215
1,2,102,0,143,2008,17060
1,1,69,0,90,2006,18763
1,2,57,107,207,2009,2041
2,1,80,113,0,2005,50541
2,1,79,0,0,2003,19839
1,1,64,80,197,2006,50245
1,0,0,0,0,0,0
1,1,79,0,177,2007,4004
1,2,107,0,161,2008,16159
1,1,0,0,207,2009,23341
1,2,64,113,80,2009,50190
1,2,55,57,207,2009,16772
1,1,0,0,80,2009,50229
2,2,109,105,172,2005,51008
2,2,109,96,172,2004,4783
2,1,0,0,0,2004,6676
1,2,65,69,81,2009,16212
1,1,79,100,172,0,9366
1,2,64,80,163,2008,17661
1,1,78,0,173,2006,5868
2,1,69,80,0,2005,18255
1,2,115,55,72,2009,50542
1,1,55,100,173,2006,50181
1,2,80,113,158,2008,16045
2,2,103,113,188,2005,25449
2,1,64,73,174,2005,4603
2,1,78,69,100,2005,17548
2,1,0,0,0,2005,2954
2,2,78,64,0,2005,7008
1,1,105,109,135,2008,9262
2,2,84,54,172,2005,9159
1,2,78,75,172,2006,0
1,1,0,75,148,2008,53663
1,2,79,54,134,2008,25364
1,2,64,0,154,2006,9423
1,2,76,73,114,2006,50437
1,1,109,0,80,2009,50637
1,2,109,64,132,2008,21497
1,2,64,0,168,2006,2868
1,1,69,65,177,2006,50231
1,2,80,69,148,2008,50038
5,0,0,0,0,0,0
2,1,54,80,0,2005,3338
2,2,69,81,158,2002,50152
1,2,80,65,152,2007,0
2,1,99,86,197,2004,16067
1,1,0,0,69,2009,50334
1,2,115,106,207,2009,5646
3,2,64,79,78,0,50179
1,2,69,92,139,2007,50064
1,0,0,0,0,0,0
2,1,65,78,172,2005,9434
2,1,69,0,0,2004,0
1,1,80,0,120,2006,16487
1,2,81,76,156,2008,8990
5,1,0,0,172,2007,10650
1,1,81,65,172,2006,21618
1,2,51,0,79,2009,3638
2,0,0,0,0,0,25678
5,1,84,0,172,0,2405
1,1,65,79,180,2008,5979
1,1,80,100,147,2007,50732
1,2,80,69,72,2009,50376
1,1,117,68,149,2007,18387
1,1,57,55,136,2008,25475
2,2,61,0,0,2004,25501
5,0,0,0,0,0,0
1,0,0,0,0,0,0
2,1,70,96,172,2005,18559
1,1,0,0,71,2009,18367
2,2,77,76,0,2003,23669
1,1,57,55,78,2009,17686
1,2,64,61,138,2008,52957
1,2,109,97,156,2008,2824
1,2,102,64,131,2008,51910
1,2,78,0,142,2007,50152
1,1,115,79,76,2009,18331
1,2,102,64,170,2007,9768
1,1,0,0,207,2009,50331
1,2,69,78,71,2008,50173
2,2,69,0,0,2005,0
2,2,109,0,0,2005,18289
1,0,0,0,141,2008,0
1,1,55,0,155,2008,18323
1,1,109,0,149,2007,50232
1,1,73,115,76,2009,9771
2,1,73,62,0,2005,16805
1,2,105,61,78,2009,50822
1,1,0,0,72,2009,50521
1,2,109,97,193,2006,19606
1,1,64,113,77,2009,4005
2,1,65,78,0,0,17154
1,0,79,84,172,2006,50181
1,1,0,0,75,2009,50267
1,2,0,0,117,0,0
1,1,57,115,80,2009,315
2,2,55,69,133,2001,9211
2,2,109,105,168,2004,0
1,2,64,61,112,2006,50064
2,1,80,78,177,2005,20340
1,2,57,80,172,2006,5898
4,1,55,0,0,0,18236
5,1,114,0,0,0,16431
2,1,67,78,92,2005,4405
1,2,79,69,172,2006,50642
1,2,109,105,134,2006,3967
1,2,109,103,133,2006,8121
1,2,78,0,158,2006,50523
5,1,81,79,172,2008,0
1,1,78,100,75,2009,12599
1,2,55,115,81,2009,21118
1,2,86,0,0,2005,0
1,1,73,64,193,2007,50211
2,2,109,64,159,2005,18245
1,2,64,0,79,2009,16440
1,1,99,76,79,2009,0
1,2,55,100,121,2008,4249
2,1,62,113,0,2005,0
2,1,72,65,75,2004,4004
1,2,69,78,172,2006,18258
1,2,0,0,69,2009,18412
1,1,67,92,80,2009,16849
1,1,0,0,79,0,8999
2,2,106,57,161,2005,18559
1,2,0,0,75,2009,52003
2,1,54,55,172,2005,18289
1,2,102,64,78,2009,25116
1,1,84,113,178,2008,4007
5,1,81,86,0,0,0
1,2,55,89,172,2007,0
2,1,67,78,0,2005,18517
5,2,0,0,0,0,0
2,2,69,0,164,2004,50096
1,1,78,64,153,2008,50507
1,1,64,113,139,2008,5845
1,1,55,79,135,2008,50189
5,0,0,0,0,0,0
1,1,55,0,71,2008,18260
1,2,80,0,160,2008,50542
1,2,0,0,207,2009,59842
1,2,102,0,152,2006,4488
1,2,64,79,160,2008,50131
1,2,64,73,172,2006,19865
2,1,0,0,0,2004,9321
1,2,113,0,69,2009,2075
1,1,55,57,0,2005,18559
2,0,0,0,0,0,0
1,1,80,100,181,2007,18675
2,1,100,55,172,2004,24634
1,2,76,80,0,2008,6154
1,1,55,79,120,2007,54927
2,1,69,79,0,2005,21326
1,2,78,69,145,2006,0
2,2,88,0,0,2003,50410
2,2,105,61,191,2002,18369
1,2,0,0,81,2009,18405
1,1,64,88,183,2007,9140
1,2,114,115,0,2006,17885
1,2,105,64,119,2007,0
2,2,0,0,170,2003,0
1,1,69,65,178,2007,21598
5,2,115,0,0,0,9078
2,2,61,105,0,1981,0
1,0,0,0,0,0,50377
1,2,0,0,153,2008,23965
2,0,0,0,0,0,0
2,1,64,0,0,2005,21095
1,2,106,80,153,2008,22311
2,0,62,116,0,2005,16117
1,1,102,73,148,2008,50112
2,2,64,0,0,2001,0
1,2,80,69,172,2006,50131
1,2,0,0,0,2007,0
2,2,0,0,0,2005,0
2,1,0,0,0,2004,9290
2,1,79,62,0,2004,2647
1,2,80,78,81,2009,4866
1,1,79,0,71,2009,16399
2,2,102,64,0,2004,0
1,1,64,0,172,2006,17108
1,2,86,0,0,2006,3755
1,2,115,80,134,2008,18296
2,0,0,0,0,2004,4004
1,0,64,80,166,2006,17264
5,0,0,0,0,0,0
1,0,0,0,0,0,0
5,1,114,0,172,2007,18289
1,1,0,0,80,2009,0
2,1,62,0,176,2005,4568
1,0,0,0,0,0,0
1,1,88,64,177,2007,50203
1,1,80,96,183,2007,6399
1,1,78,64,157,2008,50003
1,1,69,88,172,2006,52878
2,2,55,101,0,2005,0
1,2,80,64,76,2009,4619
5,0,0,0,0,2008,3716
4,2,97,0,0,0,0
2,1,0,0,0,0,21196
5,2,81,0,172,2007,257
2,2,69,61,0,2004,0
2,0,0,0,0,0,0
1,0,0,0,79,2008,0
1,1,55,91,0,2007,8366
1,2,105,61,132,2005,0
1,0,0,0,0,0,0
1,1,0,0,76,2009,16227
2,2,71,64,161,0,3747
1,1,0,0,73,2009,1959
1,2,78,113,172,2006,4281
1,2,77,75,152,2008,50310
2,2,105,0,0,2005,18553
2,2,54,69,0,2004,4240
2,2,61,0,70,2002,0
1,1,0,0,76,2009,23271
1,1,0,0,181,2008,50010
2,2,115,0,172,0,4405
1,2,64,0,114,2006,2355
1,2,55,100,0,2007,50963
1,2,103,104,0,2009,51274
2,1,73,61,0,2004,18238
2,1,79,61,178,2003,9321
1,1,52,113,130,2008,50182
1,2,102,0,155,2005,0
2,0,79,106,0,2004,6399
2,2,64,0,0,2004,16719
2,2,79,69,0,2005,50594
1,2,64,0,78,2009,50112
1,1,78,88,173,2007,18570
5,2,81,0,172,2008,8357
1,2,55,57,134,2008,0
1,1,0,0,181,2008,12262
2,1,57,0,172,2005,22342
2,2,115,0,0,2005,50114
1,1,55,0,172,2006,50674
2,1,64,113,0,2003,50115
1,2,54,100,153,2008,8826
2,1,80,69,0,2005,0
1,1,52,55,120,2007,0
1,1,64,73,120,2007,0
1,2,57,0,111,2007,0
2,1,107,0,0,2005,3246
5,1,115,0,0,2005,4501
1,0,0,0,0,0,0
1,2,84,0,0,2006,20297
1,2,102,0,189,2007,0
2,0,0,0,0,0,0
1,2,0,0,79,2008,21268
1,1,64,0,154,2007,16604
1,2,78,64,189,2008,3946
1,2,109,65,119,2006,24029
1,1,77,0,69,2009,23168
2,1,103,64,172,2005,9319
2,2,52,0,71,2002,16748
3,2,73,0,0,0,0
1,2,69,0,160,2006,17686
4,1,0,0,0,0,16158
1,2,109,0,120,2008,50028
1,1,115,92,71,2009,23487
1,2,0,0,133,2008,51624
1,1,79,57,135,2008,403
1,1,79,89,0,2006,50334
1,2,64,76,204,2008,51029
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,0,72,2009,54666
1,1,64,0,80,2006,5896
1,2,85,75,172,2006,50173
1,2,64,85,188,2006,4405
1,1,78,79,0,2007,0
1,1,0,0,81,2009,17885
1,2,0,0,0,0,22314
1,2,0,0,141,2008,50114
1,2,105,61,86,2006,23851
1,2,69,0,172,2008,16267
1,2,104,78,197,2005,0
1,2,115,55,70,2009,5928
4,1,0,0,0,0,54063
2,1,0,0,0,0,5780
1,2,109,0,75,2009,53709
1,1,55,0,83,2006,18245
1,1,79,84,145,2008,17263
3,2,84,0,0,0,3995
1,2,105,61,141,2008,11404
1,1,0,0,0,2007,19660
1,0,0,0,181,2007,22343
2,2,61,72,166,2002,0
1,1,62,76,176,2007,18374
1,1,78,100,187,2007,766
2,2,105,61,172,2004,4686
1,2,0,0,137,2007,2678
1,2,105,0,75,2009,51093
1,1,103,0,172,2006,26488
2,2,69,61,137,2004,0
1,2,79,0,166,0,0
2,1,80,79,0,2005,50112
1,1,55,81,172,2006,50099
2,2,69,64,0,2005,26395
1,2,109,64,162,2008,21568
2,2,61,102,84,2004,5978
2,1,79,62,0,2005,9423
1,2,69,89,69,2009,50458
2,2,61,76,188,2003,22513
1,1,0,0,79,2009,50637
1,2,109,103,121,2007,26736
4,2,0,0,0,0,8362
1,2,105,0,198,2006,3871
1,2,61,97,155,2008,18326
5,2,109,105,0,2009,52001
1,2,109,105,172,2006,52745
2,1,64,78,0,2005,50400
1,2,105,64,132,2008,15653
2,1,65,84,0,2004,0
1,2,57,0,0,0,0
1,2,105,0,72,2009,11878
1,2,69,100,172,2006,50722
1,2,105,0,89,2005,25366
1,2,84,78,152,2006,18369
1,2,62,76,71,2009,0
1,1,76,73,172,2006,10490
1,2,64,113,0,2009,52728
2,1,60,0,0,2005,18529
1,1,66,0,73,2009,4392
2,1,88,55,0,2005,18559
1,2,0,0,69,2009,19445
2,1,79,0,183,2005,16396
2,0,0,0,172,0,0
1,1,0,0,0,0,18517
1,2,0,0,76,2009,3842
1,2,61,0,135,2006,4448
1,2,80,69,172,2006,21242
1,1,65,115,139,2008,2972
2,1,69,0,0,2004,22461
2,1,55,0,0,2004,18294
1,2,78,69,168,2008,1604
1,1,0,0,134,2007,6101
2,2,64,0,172,2005,9442
1,1,0,0,152,2008,16924
1,2,113,64,140,0,50585
1,2,90,92,0,2008,9136
1,2,76,55,193,2008,0
1,1,64,88,0,2006,51427
2,2,0,0,172,2005,19711
1,2,55,57,143,2007,50112
1,2,53,51,0,2007,0
2,1,82,0,0,2004,21781
1,2,104,0,137,2007,51624
1,2,57,100,77,2009,50505
1,1,0,0,0,2007,19224
1,1,88,0,140,2007,15903
1,1,0,0,0,2009,11872
1,1,55,66,181,2008,17707
1,2,102,64,77,2009,50112
1,2,64,0,113,2007,12304
2,1,78,0,181,2005,10088
1,1,115,100,75,2009,5898
1,1,57,0,75,2009,4005
1,2,0,0,207,2009,50232
1,2,75,87,79,2009,50190
5,2,115,0,0,2008,7008
1,1,65,80,181,2007,1795
1,2,62,113,190,2007,17203
1,1,77,0,0,2005,0
1,2,78,80,71,2008,19776
1,1,79,80,72,2009,17430
1,2,64,78,161,2006,50305
1,0,0,0,0,0,0
5,2,77,61,172,2004,0
1,1,79,80,144,2008,6655
1,2,55,57,143,2007,50371
1,1,64,79,177,2006,17661
1,1,79,113,194,2007,50188
1,1,78,79,192,2007,18558
5,0,0,0,0,0,0
1,1,78,0,120,2008,23603
1,2,105,109,143,2008,2061
2,1,67,0,0,2001,0
2,2,0,0,158,2004,9313
1,1,65,78,154,2008,3338
2,1,55,73,114,2005,1596
2,1,55,0,143,2004,17137
1,1,80,64,150,2007,9513
1,2,0,0,139,2008,19556
1,2,64,69,0,2006,17475
1,1,85,0,130,2008,16487
1,1,52,0,100,2007,25121
1,2,69,0,189,0,0
2,1,109,0,0,2005,19711
1,2,79,0,158,2006,2061
2,1,69,104,183,2004,0
2,0,0,0,0,0,0
1,1,115,0,119,2008,0
1,1,0,0,80,2009,3575
1,1,80,0,177,2007,17908
2,0,55,0,0,2005,0
1,2,79,54,134,2008,50114
2,2,0,0,161,2004,9397
1,2,102,0,79,2009,2093
1,1,65,51,0,2006,16805
1,1,115,65,0,2009,23056
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,80,100,181,2008,18555
1,2,78,0,0,2005,0
1,1,65,83,147,2008,16090
1,2,0,0,75,2009,15444
2,1,78,113,0,2005,50447
1,2,55,92,172,2006,18674
2,2,54,63,0,2005,18959
2,2,105,61,0,2003,50625
2,2,0,0,0,0,3716
1,1,65,0,76,2009,0
1,1,64,113,120,2008,24122
1,1,109,0,134,2008,15996
1,1,115,0,78,2009,52381
1,1,89,62,119,2006,18657
1,1,109,64,0,2009,3716
1,2,0,0,72,2009,18700
1,1,80,0,0,0,50203
1,1,78,76,177,2007,23604
1,1,78,80,172,2007,50008
3,2,61,0,0,0,0
1,0,109,57,195,2006,50789
1,2,55,0,73,2009,16992
1,2,64,0,158,2006,17997
1,2,0,0,149,2008,50693
5,2,91,75,172,0,0
1,1,79,0,172,2006,25180
1,1,64,80,0,2006,0
1,2,102,85,207,2009,4514
1,1,81,0,0,0,11793
1,2,113,78,0,2009,23305
1,0,0,0,0,0,50099
1,2,0,0,72,2009,24520
1,1,114,78,77,2009,50064
1,1,0,0,140,2008,16763
1,2,69,0,139,2007,50090
5,1,115,0,0,0,7661
1,0,54,69,91,2006,18550
1,1,63,67,180,2006,0
2,2,0,0,0,0,0
2,2,64,79,172,2005,16104
1,2,55,0,78,2009,51268
1,2,59,58,172,2007,8648
1,2,0,0,202,2006,50498
1,2,0,0,78,2009,52412
1,1,57,92,72,2008,2823
1,1,79,0,99,2006,50025
1,2,62,0,0,2006,2405
1,2,0,0,79,0,0
2,1,80,0,0,2005,2061
1,1,79,81,197,2006,9603
1,2,83,0,72,2008,50203
1,1,80,69,0,2006,16215
2,2,76,81,79,2003,9774
2,2,109,105,169,2005,20576
1,2,0,0,172,2005,50250
2,2,0,0,0,2005,4004
1,1,52,81,197,2007,0
2,0,0,0,0,0,0
2,0,78,0,0,2003,50130
1,1,57,0,156,2006,22388
1,2,55,0,138,2008,0
2,2,77,64,162,2005,18366
1,1,73,61,80,2008,0
2,1,65,0,0,2004,50079
1,1,0,0,183,2008,4099
1,1,64,67,79,2009,16496
1,2,67,0,0,0,0
2,1,51,0,0,2005,23675
2,2,105,61,0,2004,18166
2,1,0,0,0,2004,9757
2,1,80,0,0,2004,23649
1,1,55,100,69,2009,50344
1,1,57,79,173,2006,21258
2,0,102,0,0,2005,16215
1,1,64,73,147,2008,7851
1,1,79,0,0,2007,22353
2,1,78,0,172,2004,0
2,2,105,64,73,2001,18559
2,2,0,0,169,2005,50193
1,2,77,73,0,2008,18501
1,2,0,0,70,2009,3681
2,1,55,0,180,2003,23618
1,2,0,0,75,2009,10486
1,2,57,97,155,2007,50003
2,2,65,81,0,2003,18171
1,1,57,55,71,2009,0
2,1,55,0,0,0,18499
1,1,54,106,120,2008,3171
2,2,64,69,171,2005,17137
2,1,88,101,183,2004,0
2,2,0,0,0,2004,4786
2,1,64,0,177,2003,50096
1,1,69,81,178,2006,0
1,2,102,0,0,0,23828
1,2,0,0,75,2009,779
1,1,0,0,80,2009,18243
1,2,84,0,154,2006,9224
1,2,108,0,79,2009,10928
1,1,0,0,0,2006,21197
1,1,55,106,119,2008,4301
1,1,55,92,77,2009,3886
1,2,109,105,120,2008,9224
1,1,79,64,157,2007,8644
1,1,86,72,0,2007,0
1,2,103,0,78,2009,3632
1,1,70,83,144,2006,16270
1,1,65,0,119,2007,0
1,2,78,0,187,2006,24660
1,1,65,79,69,2009,11525
2,1,105,61,183,2004,2381
1,2,75,105,75,2009,2803
1,2,64,0,172,2007,50212
1,2,0,0,70,2009,25399
1,2,91,106,72,2008,0
1,2,51,100,0,2007,50660
1,1,0,0,153,2008,50075
2,1,69,65,172,2005,50909
1,0,0,0,0,0,0
2,1,69,0,0,2005,23618
1,1,104,64,172,2006,50165
2,2,64,112,171,2004,9771
1,1,78,64,145,2007,51624
2,1,0,0,0,2004,0
1,1,55,115,71,2009,25475
1,0,55,0,143,0,9219
2,1,64,0,0,2005,18245
2,1,57,55,172,2004,9809
1,1,0,0,147,2008,18586
4,1,0,0,0,0,18555
2,1,65,74,0,2005,22535
2,2,64,105,0,0,24456
1,2,79,0,165,2007,5999
1,2,84,0,172,2007,53392
5,2,60,87,190,2005,9720
2,2,78,61,191,2004,4281
1,2,79,101,0,2006,50202
1,2,103,61,80,2009,0
1,2,0,0,145,2008,4766
1,2,0,0,69,2008,18003
1,1,78,60,139,2006,55773
2,2,105,61,161,2005,0
2,1,79,0,176,2004,51912
2,2,55,0,0,2005,50300
2,2,0,0,191,2004,3899
1,1,84,0,172,0,21846
2,1,64,0,147,2004,0
1,1,64,78,134,2007,54923
2,2,76,0,172,2004,5971
1,1,80,79,154,2007,9076
1,1,64,88,172,2006,0
2,2,102,0,172,2005,17502
1,1,0,0,0,0,0
2,2,79,58,0,2004,0
1,1,55,53,172,2006,50693
1,1,69,0,177,2006,0
1,1,0,0,207,2008,9106
5,2,81,0,0,0,22991
1,2,69,81,156,2008,50079
1,2,91,93,143,2007,0
1,1,104,92,80,2008,18232
1,2,102,109,80,2009,18294
5,2,0,0,0,0,0
1,1,93,0,205,2008,9255
5,2,115,0,172,2007,54063
1,1,57,80,81,2009,25895
2,1,72,65,0,2004,18330
1,1,0,0,0,0,0
2,2,64,112,0,2004,50752
1,2,78,0,0,2006,50088
1,2,0,0,72,2008,19776
1,1,78,100,173,2008,50395
1,2,0,0,140,2008,50694
1,2,55,115,156,2008,17636
1,1,62,70,0,2006,22311
2,2,78,51,201,2003,9704
1,1,109,105,172,2007,9224
1,1,78,64,154,2008,50863
1,0,0,0,0,0,0
1,2,78,0,0,2007,17646
1,2,102,0,78,2009,20895
1,1,64,0,131,2007,260
1,2,55,0,193,2008,50858
1,0,86,0,0,2005,19544
1,1,55,76,142,2008,0
1,2,69,113,145,2008,2275
1,1,0,0,77,2009,50223
1,2,55,0,80,2009,4033
1,1,78,89,143,2007,18366
2,1,117,113,175,2004,22893
1,1,78,80,172,2006,50244
1,2,0,0,70,2009,3080
1,2,109,69,81,2009,50208
1,2,105,0,75,2009,50034
1,1,88,69,79,2009,18310
1,2,78,0,0,2005,17636
1,1,57,55,181,2008,21417
1,1,92,80,130,2008,50112
1,1,84,79,172,2005,23054
1,1,0,0,78,2009,0
1,2,55,54,145,2008,50095
1,1,79,113,0,2007,16444
2,1,114,0,177,2003,1942
1,2,55,80,153,2007,4639
1,1,0,0,74,2009,50212
1,1,99,69,71,2007,12198
5,2,115,51,0,2009,430
2,2,61,69,156,2004,0
1,0,101,0,194,0,0
1,2,84,0,138,2008,21315
1,1,52,59,183,2008,9076
1,0,79,101,0,2007,53211
1,1,0,0,77,2008,16091
1,2,74,69,79,2009,50003
1,1,115,55,80,2009,4405
2,2,102,0,172,2004,19971
2,2,55,57,0,2005,51247
1,2,58,0,137,2008,9404
1,2,0,0,153,2008,6392
1,2,80,0,172,2005,8558
5,2,55,66,0,2006,16432
1,2,78,113,92,2007,23621
2,1,79,100,0,2005,24122
1,1,51,78,92,2007,16268
1,1,0,0,72,2009,51156
1,2,105,61,149,2008,50612
1,2,64,0,129,2008,16267
2,2,0,0,172,2005,3899
1,1,106,115,69,2009,6510
1,0,0,0,0,0,0
1,2,103,0,78,2009,22203
1,2,69,99,140,2007,50460
1,2,73,64,83,2006,4423
1,2,61,101,0,2006,4657
1,1,55,91,188,2006,476
1,1,63,55,145,2008,18559
1,0,62,60,145,2006,19776
3,2,103,105,0,1993,22934
1,2,80,78,79,2009,4720
1,1,0,0,71,0,12107
5,1,80,0,172,2006,22990
1,2,64,76,154,2008,50045
1,1,60,0,172,2006,50073
1,2,61,105,142,2007,0
1,2,78,113,79,2009,18367
1,1,81,55,0,2006,51071
1,2,115,79,71,2009,22543
